2016-05-26 21:18:38;1;13;2016-05-26 21:23:42;14,28,27,;0;2016-05-26 21:23:42;2016-05-26 21:26:10;2016-05-26 21:27:03
2016-05-26 21:19:33;1;0;2016-05-26 21:23:44;14,28,27,;0;2016-05-26 21:23:44;2016-05-26 21:26:45;2016-05-26 21:27:56
2016-05-26 21:32:25;1;20;2016-05-26 21:36:55;13,28,27,;0;2016-05-26 21:36:55;2016-05-26 21:39:30;2016-05-26 21:40:49
2016-05-26 21:36:24;1;32;2016-05-26 21:41:26;12,28,27,;0;2016-05-26 21:41:26;2016-05-26 21:43:53;2016-05-26 21:44:48
2016-05-26 21:40:17;1;458;2016-05-26 21:44:42;12,27,27,;0;2016-05-26 21:44:42;2016-05-26 21:47:15;2016-05-26 21:48:40
2016-05-26 22:06:55;1;9;2016-05-26 22:11:27;11,27,27,;0;2016-05-26 22:11:27;2016-05-26 22:14:00;2016-05-26 22:15:19
2016-05-26 23:01:22;0;14;2016-05-26 23:09:34;11,27,27,;2016-05-26 21:18:09;2016-05-26 23:09:45
